"Center","Title","Faculty Name","Research Area","Type of Work","Current State of Work","Potential Applications","Keywords"
"ITARD","Village level Esagu 1","P. Krishna Reddy","","information system.","To bridge the information gap between the agricultural expert and the farmer, International Institute of Information Technology (IIIT), Hyderabad has built the eSagu ( Sagu means cultivation in Telugu language) system, which is an IT-based personalized agricultural extension system to improve agricultural productivity by disseminating expert agricultural advice to the farmers, both in a timely and personalized manner. In e-Sagu, the agricultural experts generate the expert advice based on the information about the crop the situation received in the form of both text and digital photographs. In village level eSagu system, a group of villages are formed into a cluster. A few sample farms were selected in each cluster that covers all major and minor crops in that cluster. Once every 10 days crop photographs are collected from these sample frames and the expert agricultural advice is disseminated.","agro-advisory",""
"ITARD","Crop Darpan 1","P. Krishna Reddy","","Prototype development","Prototype of Cropdapran has been developed with text data. ","Decision support system for agriculture / A Crop diagnostic tool",""
"ITARD","Analysis of weather conditions to improve reuse","Mamatha","","Research work of Ph.D student ","Published ","Weather-based Decision support systems/Agrometeorology domain ",""
"ITARD","Improving reuse in block-level agromet advisory system","P. Krishna Reddy","Data mining/ Pattern Mining","framework","OTHER","Weather-based agromet advisory",""
"ITARD","A Framework of Crop Specific Virtual Labs to Impart Applied Agricultural Knowledge","P. Krishna Reddy","","Research idea","Research work is published, and we are planning to implement the system in the future.","Virtual crop labs to fill the practical crop problems knowledge gap of graduate students and stake holders in agriculture domain.",""
"ITARD","Village level Esagu 2","P. Krishna Reddy","","information system.","To bridge the information gap between the agricultural expert and the farmer, International Institute of Information Technology (IIIT), Hyderabad has built the eSagu ( Sagu means cultivation in Telugu language) system, which is an IT-based personalized agricultural extension system to improve agricultural productivity by disseminating expert agricultural advice to the farmers, both in a timely and personalized manner. In e-Sagu, the agricultural experts generate the expert advice based on the information about the crop the situation received in the form of both text and digital photographs. In village level eSagu system, a group of villages are formed into a cluster. A few sample farms were selected in each cluster that covers all major and minor crops in that cluster. Once every 10 days crop photographs are collected from these sample frames and the expert agricultural advice is disseminated.","agro-advisory",""
"ITARD","Village level Esagu 3","P. Krishna Reddy","","information system.","To bridge the information gap between the agricultural expert and the farmer, International Institute of Information Technology (IIIT), Hyderabad has built the eSagu ( Sagu means cultivation in Telugu language) system, which is an IT-based personalized agricultural extension system to improve agricultural productivity by disseminating expert agricultural advice to the farmers, both in a timely and personalized manner. In e-Sagu, the agricultural experts generate the expert advice based on the information about the crop the situation received in the form of both text and digital photographs. In village level eSagu system, a group of villages are formed into a cluster. A few sample farms were selected in each cluster that covers all major and minor crops in that cluster. Once every 10 days crop photographs are collected from these sample frames and the expert agricultural advice is disseminated.","agro-advisory",""
"ITARD","Crop Darpan 2","P. Krishna Reddy","","Prototype development","Prototype of Cropdapran has been developed with text data. ","Decision support system for agriculture / A Crop diagnostic tool",""
"ITARD","Crop Darpan 3","P. Krishna Reddy","","Prototype development","Prototype of Cropdapran has been developed with text data. ","Decision support system for agriculture / A Crop diagnostic tool",""
"LSI","An Analysis of deriving hydrological characteristics with multi source DEM","Asiya Begum, K S Rajan","","DEM resolution on Watershed delineation","Completed","watershed delineation.",""
"LSI","Mapping Forest Burnt Severity across Spatial Scales and determining impact of fire severity on Vegetation Regrowth Using Burnt Severity Metrics and Deep Learning Techniques -","M. Srinivas, Rama Chandra Pillutla","","Forest Fires and Vegetation dynamics","completed","Burntt Severity of Forest Fires",""
"LSI","Assessment of the Impact of COVID-19 Nationwide lockdown on Air Pollution across India","Aarathi Ramesh M, Mahesh P, K S Rajan","","Air Pollution study using remote sensing data","Completed","Air Pollution studies",""
"LSI","Spatiotemporal changes in timberline of Sikkim Himalaya - Challenges and recommendations for generating timberline geo-database -","Priyanka Sah, Rehana Shaik, Subrat Sharma","","Remote Sensing & GIS","Completed","Climate Change",""
"LSI","Climatic parameters - temperature and precipitation - and their relationship with Timberline altitude in Indian Himalayan Region - Case study of Sikkim State","Avantika Latwal, Rehana Shaik, Subrat Sharma","","Climate Data Aanlysis (Temperature and Precipitation","Completed","Climate Change Impact on Himalayan Timberline",""
"LSI","Reference evapotranspioration using machine learning models over semi-arid climates","Adeeba Ayaz, Maddu Rajesh, Shailesh Kumar Singh, Shaik Rehana","","Modelling Of Evapotranspiration","Completed","Hydrological modelling, computer applications",""
"LSI","Application of Qual2k for Water Quality Modelling in Bhadra River ,India","HImanshi Singh, Shaik Rehana","","Water Quality Modelling","In progress","Modelling,Calibration and Validation",""
"LSI","Resevoir Inflow modelling using SWAT-Tungabhadra reservoir, India","Naga Chandi Priya, Sowjanya Uppuluri , Shaik Rehana","","Semi distributed Hydrological Modelling","Onto analysing Quality and Quantity of river basin","Reservoirs, Runoff Simulation and Trend analysis",""
"LSI","Estimation of Standardized precipitation evapotranspiration index for different potential evapotranspiration models, Hyderabad, India -","Sharath Chandra Vannam, Pallavi Kumari, Shaik Rehana","Drought Analysis","Application","Completed","Modelling",""
"LSI","Text Recognition in metadate from UAVs","Anirudh Potlapally, K S Rajan","","Geo-location and Tracking","Completed","Airspace monitoring and management",""
"LSI","Impact of Land use, Fertilizer application and Rainfall on Nutrient content present in Nagarjuna Sagar reservoir -","Tarun Teja Kondraju, K S Rajan","","Water quality study","Completed","Water quality assessment of inland water bodies",""
"LSI","Validation of Kriging to Understand Volcanic Eruption Event Temperature Profiles to Improve Gradients in NWP Models","Malini, K S Rajan","","Air Temperature Modelling","Completed","Numerical Weather Prediction Model gradient improvement, aviation domain",""
"LSI","Topography aligned Least Cost Routing Model for Canals","Sai Chaitanya, K S Rajan","","GIS & Navigation","Completed","Flow routing modelling",""
"LSI","MAARG - Monitoring And Assessment of Road by Geo-citizens","Bhavana Gannu, K S Rajan","","GIS, Data Analysis","completed","Road planning, resource management for municipality",""
"LSI","Spatial Energy Management System for Utilities","Rama Rao, K S Rajan","","Demand forecast modelling and Data Analytics","In Progress","Electric Utilities",""
"LSI","MODELING FOREST COVER DYNAMICS, A GEOSPATIAL APPROACH","Setturu Bharath, K S Rajan","","Conservation","Completed","Policy",""
"LSI","Tool to identify drought by determining SPI and SPEI indices","Apaar Agrawal, Shaik Rehana, K S Rajan","Drought Analysis, climatic variables, distribution techniques","Data anlysis","In Progress","Hydrological modelling, Climate Change, Hazard Preparedness",""
"LSI","Development of an Indoor Space Semantic model and its implementation as an IndoorGml extension","Nishith Maheshwari, Srishti Srivastava, K S Rajan","","Indoor Space Modeling","Completed","Indoor Modeling, Navigation",""
"LSI","Performance Analysis of 339 MLD wastewater Treatment Plant Amberpet using Machine Learing models","Veerannapet Santhosh Vishal , Shaik Rehana","Waste water analysis","Sewage water concentrations","Completed","Modelling",""
"LSI","Assessment of varying land use change in different states using Geo-spatial techniques - A case study for Krishna river basin, India","Yeshu Sharma, K S Rajan","","Spatio-Temporal Agri analysis","Onto next stage which is spatial explicit prediction modeling","Agriculture, LULC Change analysis",""
"LSI","ASSESSMENT OF SPATIOTEMPORAL CLIMATOLOGICAL TRENDS USING ADVANCED DATA ANALYTICS","Mahesh P, K S Rajan","","Data analytics in cimate studies","Completed","Climate studies",""
"LSI","Experimental Investigation on Dynamic Characterization of Equi Proportionate Silt Sand Range Pond Ash at High Strain","M V Ravi Kishore Reddy, Shaik Rehana","Waste mgmt, liquefaction evaluation, geotechnical earthquake engineering","Experimental study on liquefaction evaluation","Completed","Soil engineering, Earthquake Engineering, Hazard mitigation, Liquefaction mitigation",""
"LSI","Modeling land-use land-cover transition induced microclimate changes - A case study of Vijayawada city, Andhra Pradesh, India","M. Vani, P. Rama Chandra Prasad","","Remote Sensing, GIS, Predictive analytics","Completed","Environmental Planning/Monitoring/Management",""
"LSI","Ongoing Research and Development in spatial Technologies","K.S Rajan","","","","",""
"LSI","Spatial Data Generation - Extraction of Real World Objects and Features","K.S Rajan","","","","",""
"LSI","Remote Sensing Application in Terrestrial Ecosystem","Ramachandra Prasad","","","","",""
"LSI","River Basin Hydrology Modelling","K.S Rajan, Shaik Rehana","","","","",""
"LSI","Research - LSI","K.S Rajan, Shaik Rehana & Ramachandra Prasad","","","","",""
"LTRC","Speech Processing Laboratory Lab poster","Ganesh S Mirishkar. Purva Sharma ,Anil Kumar Vuppala","","Software System","","Voice Biometerics,",""
"LTRC","Towards automatic assesment of voice disorder - a clinical approach","Purva Sharma, Anil Kumar Vuppala","","Software System","","",""
"LTRC","Multilingual speech recognition system in Indian scenario","Ganesh S Mirishkar. Anil Kumar Vuppala","","Software System","","",""
"LTRC","INDICAP - A MULTILINGUAL SPEECH TRANSLATION APPLICATION","Ganesh S Mirishkar. Anil Kumar Vuppala","","Software System","","",""
"LTRC","An architecture for a Dialogue System for Depression Detection","Freya Mehta, Ayush Tripathi, Shreyas H.N, Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","A Novel Annotation Schema for Conversational Humor - Capturing the cultural nuances in Kanyasulkam","Vaishnavi Pamulapati, Gayatri Purigilla and Radhika Mamidi","","Data set","OTHER","",""
"LTRC","Unsupervised Graph based Text Summarization","Vakada Lakshmi Sireesha,Charan Chinni, Mounika Marreddy, Subba Reddy Oota , Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","Multi-Task Text Classification using Graph Convolutional Neural Networks for Resource-Poor Language","Mounika Marreddy, Vakada Lakshmi Sireesha, Venkata Charan Chinni, Subba Reddy Oota , Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","Question and Answer Pair Generation for Short Stories","Meghana Bommadi, Shreya Terupally, Radhika Mamidi","","Software System","Technology designed but not implemented","",""
"LTRC","SUKHAN - Corpus of Hindi Shayaris annotated with Sentiment Polarity Information","Salil Aggarwal, Abhigyan Ghosh, Radhika Mamidi","","Data set","OTHER","",""
"LTRC","Modelling Character Relationships from short stories","Ujwal Narayan, Sriharsh Bhyravajulla, Manish Shrivastava","Narrative Understanding","Software System","Technology designed but not implemented","recommendation systems",""
"LTRC","Exploring the role of pitch in predicting clause and sentence boundaries","Tanmai Khanna, Ganesh Mirishkar, Dipti M. Sharma, Anil K. Vuppala","Speech Processing, MT","Software System","Technology designed and implemented","",""
"LTRC","AVADHAN - System for Open - Domain Telugu Question Answering","Priyanka Ravva, Ashok Urlana, Manish Shrivastava","","Data set","OTHER","",""
"LTRC","Dataset for Aspect Detection on Mobile Reviews in Hindi","Ayush Joshi, Pruthwik Mishra, Dipti Misra Sharma","Opinion Mining","Data set","OTHER","",""
"LTRC","LTRC Lab Poster","","","","","",""
"LTRC","TOWARDS COMPUTING INFERENCES FROM AN UTTERANCE","Elizabeth Jasmi George, Dr. Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","EquGener - A Reasoning Network for Word Problem Solving by Generating Arithmetic Equations","Pruthwik Mishra, Litton J Kurisinkel, Dipti Misra Sharma, Vasudeva Varma","NLU","Software System","Technology designed and implemented","",""
"LTRC","THE INDIAN LANGUAGES EVENTS PROJECT","Pranav Goel, Suhan Prabhu, Alok Debnath, Priyank Modi","","Data set","OTHER","",""
"LTRC","Fake News Detection","Vandan Mujadia, Pruthwik Mishra, Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","HATE SPEECH DETECTION AND INSINCERE QUESTION CLASSIFICATION","Vandan Mujadia, Pruthwik Mishra, Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","Manovaad - A Novel Approach to Event Oriented Corpus Creation Capturing Subjectivity and Focus","Lalitha Kameswari, Radhika Mamidi","","Data set","OTHER","",""
"LTRC","Resolving Noun Ellipsis in English","Payal Khullar","","Data set","OTHER","",""
"LTRC","Kunji - A Resource Management System for Higher Productivity in Computer Aided Translation Tools","Priyank Gupta, Rashid Ahmad, Manish Shrivastava, Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","Automatic Question Generation Using Relative Pronouns and Adverbs","Konigari Rachna, Payal Khullar, Manish Srivastava","","Software System","Technology designed and implemented","",""
"LTRC","Dataset Creation and Evaluation Of Aspect Based Sentiment Analysis in Telugu","Yashwanth Reddy Regatte, Gangula Rama Rohit Reddy, Radhika Mamidi","","Data set","Technology designed and implemented","",""
"LTRC","Evaluating the Combination of Word Embeddings with Mixture of Experts and Cascading gcForest in Identifying Sentiment Polarity","Mounika Marreddy, Subbareddy Oota, Radha Agarwal, Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","A Code-Mixed Dialog System on Health Care Data","Suman Dowlagar, Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","Samajh-Boojh - A Reading Comprehension System in Hindi","Shalaka Vaidya , Hiranmai Sri Adibhatla, Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","Machine Translation System for Low Resource Language Pairs","Saumitra Yadav, Vandan Mujadia, Manish Shrivastava","","Software System","Technology designed and implemented","",""
"LTRC","Linguistically Informed Hindi-English Neural Machine Translation","Vikrant Goyal, Pruthwik Mishra and Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","AbuseAnalyzer - Abuse Detection, Severity and Target Prediction Gab Posts","Mohit Chandra, Ashwin Pathak, Eesha Dutta, Paryul Jain, Manish Gupta, Manish Shrivastava, Ponnurangam Kumaraguru","","Software System","Technology designed and implemented","",""
"LTRC","Evaluating the Combination of Word Embeddings with Mixture of Experts and Cascading gcForest in Identifying Sentiment Polarity","Mounika Marreddy, Subbareddy Oota, Radha Agarwal, Radhika Mamidi","","Software System","Technology designed and implemented","",""
"LTRC","Resource Creation","","","Data set","OTHER","",""
"LTRC","Speech to Speech Machine Translation - SSMT -","Vandan Mujadia, Dipti Misra Sharma","","Software System","Technology designed but not implemented","",""
"LTRC","ILMT APIs - ILMT System As A Service","Priyank Gupta, Prof. Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","NMT based Similar Language Translation for Hindi - Marathi","Vandan Mujadia, Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","Coreference Resolution for Hindi","Vandan Mujadia, Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","Fine-grained domain classification using Transformers","Akshat Gahoi, Akshat Chhajer","","","Software System","Fine-grained domain classification using Transformers",""
"LTRC","Graph Based Automatic Domain Term Extraction","Hema Ala, Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","Semantic Role Labelling on Hindi-English Code-Mixed Data","Riya Pal, Dipti Misra Sharma","","Software System","Technology designed and implemented","",""
"LTRC","Enriching Wikipedia Content in Indian Languages","Tushar Abhishek, Anubhav Sharma, Bhavyajeet Singh, Divanshi Gupta, Vasu Singhal, Shivprasad Sagare, Radhika Mamidi Praveen Garimella, Vasudeva Varma","Data to Text generation, enrichement of Knowledge graph (KG), Open Information Extraction,","Software System","Technology designed but not implemented","To help Indian wikipedia users to proficiently access the informative articles in native languages.",""
"LTRC","Project ANGEL - Technology for Improving Teenage Well-being","Harika Abburi, Pulkit Parikh, Sravani Boinepelli, Tathagata Raha, Varsha Redla, Niyati Chhaya, Manish Gupta, Vasudeva Varma","Hate speech detection, Mental health detection","Software System","Technology designed and implemented","To help teenage people by developing a cohesive technology stack through multi-disciplinary research",""
"LTRC","Summaformers by iREL, Systems to Generate Summaries of Scholarly Documents","Sayar Ghosh Roy, Nikhil Pinnaparaju, Risubh Jain, Manish Gupta, Vasudeva Varma","Scholarly Document Processing, Automatic Text Summarization","System design though NOT a software","Technology thoroughly tested","Generating Summaries of Scientific Research Papers",""
"LTRC","Text Style Transfer and Content Generation","Himanshu Maheshwari, Tanish Lad, Sumanth Balaji, Sagar Joshi, Shreyas Shankar, Pulkit Gera, Balaji Vasan Srinivasan, Vasudeva Varma","Style Transfer in Text and Content Generation","Contract Generation","Technology designed but not implemented","Generating Summaries using multi modal content",""
"LTRC","Fake News and Misinformation Detection","Nikhil Pinnaparaju, Tathagata Raha, Vijayasaradhi Indurthi, Manish Gupta, Vasudeva Varma","Fake News and Misinformation Detection","Idea","Technology designed and implemented","Detection of fake and false posts online",""
"MLL","Differential Privacy In Artificial Intelligence","Kritika Prakash, Sankarshan Damle, Praveen Paruchuri, Sujit P Gujar","Artificial Intelligence, Computational Privacy","Algorithm","Technology designed and implemented","Medical data applications using AI",""
"MLL","Improving Tracking Accuracy in Indian Air Force Surveillance System through Ensemble based Machine Learning","Anoop Karnik Dasika, Praveen Paruchuri","Machine Learning, Multi Sensor Fusion","Software System","Technology designed and implemented","Surveilance for large areas with security and high accuracy",""
"MLL","Next Generation Blockchains","Sujit P Gujar, Anurag Jain, Sankarshan Damle, Sanidhay Arora and Shoeb Siddiqui","Blockchains","System design though NOT a software","Technology designed but not implemented","Cryptocurrencies, Distributed Ledgers",""
"MLL","Effect of emotion and personality types in human agent automated negotiations","Sai Naveen Pucha, Praveen Paruchuri","Artificial Intelligence, Multi-Agent Systems","System design though NOT a software","Technology designed and implemented","E-commerce",""
"MLL","Machine Learning Lab Poster","Praveen Paruchuri, Sujit P Gujar, Naresh Manwani, All students","Machine Learning, Game Theory, Artificial Intelligence, Multi-Agent Systems","OTHER","OTHER","Very broad application areas spanning across industry, healthcare, public sector",""
"MLL","Exact Passive Aggressive Algorithm for Multiclass Classification using Partial Labels","Maanik Arora, Naresh Manwani","Machine Learning, Online Learning, Classification","Algorithm","Technology designed and implemented","Online Web Advertisements, Recommender Systems, Annotations, Multimedia Contents Analysis",""
"MLL","Multi-Armed Bandit Mechanisms","Kumar Abhishek, Debojit Das, Sambhav Solanki, Sujit P Gujar","Reinforcement Learning, Game Theory","Algorithm","Technology designed and implemented","Sponsored search auction, Crowdsourcing, smart grids, networking, improving ML etc.",""
"MLL","Learning Multiclass Classifier Under Noisy Bandit Feedback","Mudit Agarwal, Naresh Manwani","Online Leraning, Noisy Bandit Feedback, Recommender System","Algorithm","Technology designed and implemented","Improveing ads Personalizations (Netflix, Google Ads)",""
"MLL","Using Artificial Intelligence - AI - to detect Retinal Developmental Disorders -","Garima Nishad, Girish Varma","Machine Learning, Classification, ML for Medicine","Algorithm","Technology designed and implemented","Medical OCT scan eye disorder detection",""
"MLL","An Active Learning based annotation tool for classifying Retinal Fundus Images based on Hypopigmentation grades","Prateek Pani, Girish Varma","Machine Learning/Active Learning, Annotation Tool","Algorithm","Product being developed","Gradation of Retinal Fundus Images, Training Set creation",""
"MLL","Automated Seed Quality Testing System using Deep Learning","Sandeep Nagar, Furqan Shaik, Girish Varma, Raj","Deep Learning, Computer Vision, Image Classification, GANs","Algorithm","Technology designed and implemented","Agricultural",""
"MLL","E-Governance and Information Aggregation over Blokchains","Samhita Kanaparthy, Sankarshan Damle, Sujit P Gujar","Blockchains, Gametheory","Idea","Technology designed and implemented","E-Governance, Crowdsourcing",""
"MLL","MAGNETAR","Kumar Abhishek, Anurag Jain, Debojit Das, Kritika Prakash, Manisha Padala, Sambhav Solanki, Samhita Kanaparthy, Sanjay Chandlekar, Sankarshan Damle, Shaily Mishra, Sujit P Gujar","Blockchains, Gametheory, Reinforcement Learning, Computational Privacy","Idea","Technology designed and implemented","Sponsored search auction, Crowdsourcing, smart grids, networking, improving ML, E-Governance, Crowdsourcing",""
"MLL","Game Theory for Modern AI Applications","Kumar Abhishek, Anurag Jain, Debojit Das, Kritika Prakash, Manisha Padala, Sambhav Solanki, Samhita Kanaparthy, Sanjay Chandlekar, Sankarshan Damle, Shaily Mishra, Sujit P Gujar","Multi-Armed Bandit, Economic Design, Reinforcement Learning, Dynamic Programming, Neural Networks, Smart Grids, Community Based QA","Algorithm","Technology designed and implemented","Smart Grids, Sponsored Search Auctions, Redistribution Mechanism, CQA Forms, Dynamic Task Assignment",""
"MLL","Are you game for Game Theory -","Debojit Das, K. Samhita, Chandlekar Sanjay, P Manisha, Sujit P Gujar","Game Theory","Idea","OTHER","Introduction to Game Theory",""
"MLL","Civic Crowdfunding","Sankarshan Damle, Manisha Padala, Sujit P Gujar","Game Theory and Mechanism Design","OTHER","Technology designed but not implemented","Crowdfunding",""
"RRC","Aerial Transportation of Unknown Payloads - Adaptive Path Tracking for Quadrotors","Viswa Narayanan S., Spandan Roy, Simone Baldi","Control systems","System design though NOT a software","Technology designed and implemented","Payload carrying autonomous quadrotors",""
"RRC","Robust Manoeuvring of Quadrotor under Constrained Space and Predefined Accuracy","Sourish Ganguly, Viswa Narayanan S., Spandan Roy","Control systems","System design though NOT a software","Technology designed and implemented","Navigation through constrained environments for quadrotors with payload",""
"RRC","DRACO - Dense Reconstruction And Canonicalization of Objects","Rahul Sajnani, AadilMehdi Sanchawala (have not listed all)","Object level canonicalization, pose estimation, and reconstruction","Algorithm","Technology designed and implemented","Canonical reconstruction provides information to robots and allows them to manipulate and interact with objects in their surroundings",""
"RRC","Small Obstacle Detection","Aasheesh Singh, Aryan Sakaria","Image segmentation, instance detection","Software System","Technology designed and implemented","Autonomous cars",""
"RRC","Aerial Manipulator","K Madhava Krishna, Spandan Roy, Hari Kumar K, Nagamanikandan G, Viswa S Narayanan, Suraj Bongiri, Rahul Kashyap S, Karan M, Vedant M, Sirish S, Vishnu K, Rishab, Pawan S","Visual Servoing & Control in robotics","Modeling","Control","Quadcopter",""
"RRC","Real Time Static Obstacle Avoidance Outdoors","Deepak Singh, Sudarshan, Rishab, Harshit","Autonomous navigation","Hardware System","Technology designed and implemented","Autonomous flight for quadrotors in urban environments for transport, surveillance, etc",""
"RRC","Deep Flow Guided Visual Servoing","Y V S Harish, Shreya Terupally, Harit Pandya, Ayush Gaud, Sai Shankar, K Madhava Krishna, M. Nomaan Qureshi ","Visual Navigation, Visual Servoing","Algorithm","Technology designed and implemented","Indoor and outdoor navigation using camera as a main sensor.",""
"RRC","A Multi-Output Differential controlled In-Pipe Climber robot","Rama Vadapalli, Saharsh Agarwal, Vishnu Kumar, Rishabh Dev Yadav, Pavan Shetty, Nagamanikandan Govindan, K. Madhava Krishna.","Design and mechanism development, Passive controls","Hardware System","Technology designed and implemented","Industrial pipelines, Pipe inspection in Petrochemical industries, Defence applications",""
"RRC","Multibody Monocular SLAM using Pose-Graph Optmizations","Gokul B. Nair, Swapnil Daga, Rahul Sajnani, Anirudha Ramesh, Junaid Ahmed Ansari, J. Krishna Murthy, K. Madhava Krishna","Simultaneous Localization and Mapping, Monocular Perception","Algorithm","Technology designed and implemented","Mapping multiple dynamic agents and ego-agent on a common map in autonomous navigation scenarios.",""
"RRC","Topological Mapping for Manhattan-like Repetitive Environments","Sai Shubodh Puligilla, Satyajit Tourani, Tushar Vaidya, Udit Singh Parihar, Ravi Kiran Sarvadevabhatla and K. Madhava Krishna","Simultaneous Localization and Mapping","Algorithm","Technology designed and implemented","Environments which have repetitive textures, such as warehouses",""
"RRC","DeepMPCVS - Deep Model Predictive Control For Visual Servoing","Pushkal Katara, YVS Harish, Harit Pandya, Abhinav Gupta*, AadilMehdi Sanchawala*, Gourav Kumar, Brojeshwar Bhowmick and K. Madhava Krishna","Visual Servoing, Visual Navigation, Robotic Control, Vision-based Robotics","Algorithm","Technology designed and implemented","Navigation and localisaton of mobile robots, robust and optimal control generation for vision-guided robotics",""
"RRC","Underwater Continuum Manipulator with Gripper","Sourav Karmakar, Pratik K Bulani, Vineeth Gaddam","Bio-Robotics & Flexible Robotics","Hardware System","Technology designed and implemented","It can be used as an assistive robot for underwater pick and drop operations.",""
"RRC","Controlling Solar Sail Actuation in Outerspace","Sourav Karmakar, Madhava Krishna","Origami Robotics","Hardware System","Technology thoroughly tested","Controlling Solar Sail Actuation in Outerspace",""
"RRC","Cooperative Control and Collision Avoidance in Multi-UAV swarms","Vikrant Dewangan, Harikumar Kandath, Sachin Chaudhari, K. Madhava Krishna","Swarm Robotics","Software System","Technology designed and implemented","Multi-UAV scenes",""
"RRC","Person Following Robot","Avijit Ashe, Madhav Krishna","HRI, Control","Software System","Technology designed and implemented","Assistive, Service Robots",""
"RRC","MPC based multi-target tracking using a swarm of fixed wing UAVs","Animesh sahu, Harikumar Kandath, K. Madhava Krishna","Control systems","Algorithm","Technology designed and implemented","visual servoing and target tracking",""
"SCRC","Data Lake Implementation of Smart Campus - IIITH","Shubham Mante, Dr. Aftab Hussain","","","","",""
"SCRC","Dashboard for the Living Lab","Ashrit Rout","","","","",""
"SCRC","Smart Room","Ganesh CGS","","","","",""
"SCRC","Non-Invasive Low cost Water Quality Monitoring System","Usha Goparaju, SVSLN Surya Suhas","","","","",""
"SCRC","IoT Enabled Smart Cities - Pollution, Health and Governance","Sachin Chaudhari, K.S. Rajan, Kavita Vemuri, Aftab Hussain, Shailaja Tetali","","","","",""
"SERC","Dynamic Path Generation System for Continuous Walking in Finite Space using VR","Raghav Mittal, Sai Anirudh Karre, Y. Raghu Reddy","Virtual Reality and Human-computer interaction","Software System","Product being developed","Mental health therapies, serious gaming to motivate physical activity, virtual jogging and cycling, fun activities for children, Spatial cognition experiments, learning ability testing, user perception studies, Information presentation, exhibitions, training, virtual museums and heritage walk",""
"SERC","Scalable and Extensible Crawlers","Ganesh Sai, Lalit Mohan, Y. Raghu Reddy","Information Retrieval and Extraction","Desing and Implementation","Product being developed","Extracting relevant URLs and content based on keywords.",""
"SERC","VREye - Towards building a Customized Head Mount Display for Virtual Reality Applications -","Pawankumar Gururaj Yendigeri, Shivang Shekhar, Sai Anirudh Karre, Syed Azeemuddin, Y. Raghu Reddy","Virtual reality, Embedded Systems","Designing 3D model for VR headset, testing different screen resolution for VR scene rendering","Product being developed","Targeting rural areas for medical support, educational and socio-economic aspect",""
"SERC","Identifying the cyberattacks from the Text","Sai Raju Ramchander Chikkala, Lalit Mohan Sanagavarapu, Y. Raghu Reddy","Security Analytics","Software System","OTHER","Information security and Text Analytics.",""
"SERC","Impact of Covid on Virtual Lab","Venkatesh Choppella, Ravi Shankar, Priya Raman, Ojas Mohril, Raj Agnihotri","Virtual Labs Project","OTHER","OTHER","Virtual Labs",""
"SERC","Dr - Venkatesh Choppella Research Areas","Venkatesh Choppella","My research areas are broadly in Programming Languages and Formal Software Engineering, Web accessibility and security, Educational Technology and S/W Engineering education","Theory, Practice, Pedagogy, Empirical methods","OTHER","Web development, teaching, algorithmic design of systems",""
"SERC","Methodology to Develop Domain Specific Modeling Languages","Amar Banerjee, Venkatesh Choppella","","Software System","Product being developed","domain specific language, domain knowledge, language engneering",""
"SERC","Virtual Labs Outreach","Venkatesh Choppella","Virtual labs Project","OTHER","OTHER","Virtual Labs",""
"SERC","Virtual Labs Experiment Pedagogy","Venkatesh Choppella","Virtual Labs Experiments","OTHER","OTHER","Virtual Labs Experiment Pedagogy",""
"SERC","Smart Contracts for Opensource Software License Management","Abhay Mehtre, Lalit Mohan S, Y. Raghu Reddy, Abhinav Gupta","Blockchain and Software Engineering, Smart Contracts","OTHER","OTHER","Digital Identity, Copyright Protection, Smart contracts",""
"SERC","Understanding Software Quality Metrics for VR Products - A Mapping Study","Mohit Kuri, Sai Anirudh Karre, Y. Raghu Reddy","Virtual Reality","OTHER","OTHER","Quality metrics that could be used to assess the quality of VR products",""
"SERC","A Fine Grained Approach to Develop Domain Specific Search Engine","Lalit Mohan S, Y. Raghu Reddy","Cyber security","OTHER","OTHER","",""
"SERC","Type safe tensor combinators","Bharathi Ramana Joshi, Venkatesh Choppella","","OTHER","Technology designed but not implemented","Scientific computing, machine learning",""
"SPCRC","Sparse Bayesian Learning for Acoustic Source Localization","Ruchi Pandey and Santosh Nannuru","Array signal processing/ Compressive sensing","","","Sound source localization using sensor arrays has applications in many areas including advanced driver assistant systems, hearing aids, smart home appliances, drones for rescue operations, etc.",""
"SPCRC","Secure Regenerating Codes for Reducing Storage and Bootstrap costs in Sharded blockchains","Divija Swetha and Lalitha Vadlamani","","","","",""
"SPCRC","Decoding Reed Muller Codes","Harshithanjani,Rasagna and Lalitha Vadlamani","","","","",""
"SPCRC","Buffer assistant amplify and forward relay using MM technique","Naga Manoj Makkena and P Ubaidulla","","","","",""
